day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
3,2014,03,12,2014-03-12,43.4,37.1,1002.2,7.2,9.6,18.1,29.9,51.8,35.1,0.0,999.9,1,515
4,2014,03,13,2014-03-13,32.2,27.9,990.4,3.9,14.7,22.9,28.9,48.2,21.0,0.6,999.9,1,545
5,2014,03,14,2014-03-14,25.4,9.0,1018.4,10.0,15.1,20.0,28.9,35.1,19.0,0.03,999.9,0,585
6,2014,03,15,2014-03-15,41.3,34.3,1011.5,8.8,12.0,15.9,18.1,45.0,36.0,0.0,999.9,0,519
7,2014,03,16,2014-03-16,35.3,16.8,1016.5,10.0,10.7,17.1,24.1,41.0,33.1,0.0,999.9,0,412
1,2014,03,17,2014-03-17,28.5,12.1,1018.8,10.0,14.2,19.0,25.1,39.0,24.1,0.0,999.9,0,519
2,2014,03,18,2014-03-18,27.7,14.7,1023.7,10.0,8.7,15.0,20.0,37.0,18.0,0.0,999.9,0,551
3,2014,03,19,2014-03-19,35.0,23.6,1025.6,10.0,9.7,15.0,20.0,42.1,28.9,0.0,999.9,0,525
4,2014,03,20,2014-03-20,41.7,37.6,1009.6,6.3,14.9,22.9,28.0,46.0,37.0,0.4,999.9,1,627
5,2014,03,21,2014-03-21,39.3,28.2,1010.6,9.6,14.0,22.0,28.0,44.1,35.1,0.0,999.9,0,589
6,2014,03,22,2014-03-22,38.1,27.9,1013.6,9.7,11.2,22.0,31.1,50.0,23.0,0.0,999.9,0,493
7,2014,03,23,2014-03-23,38.9,25.3,1013.9,10.0,9.5,15.0,21.0,43.0,33.1,0.0,999.9,0,427
1,2014,03,24,2014-03-24,27.4,8.0,1017.9,10.0,13.4,24.1,31.1,36.0,21.9,0.0,999.9,0,547
2,2014,03,25,2014-03-25,26.5,10.5,1019.8,10.0,4.1,8.9,,35.1,15.1,0.0,999.9,0,474
3,2014,03,26,2014-03-26,30.8,22.2,1001.4,4.7,28.0,44.1,71.1,34.0,26.6,0.0,999.9,1,563
4,2014,03,27,2014-03-27,28.4,8.6,1022.3,10.0,18.2,24.1,35.0,34.0,23.0,0.0,999.9,0,538
5,2014,03,28,2014-03-28,41.2,35.6,1023.4,8.9,13.7,20.0,27.0,48.0,34.0,0.0,999.9,0,530
6,2014,03,29,2014-03-29,44.9,42.2,1021.6,4.5,10.2,17.1,22.9,51.1,41.0,0.02,999.9,0,569
7,2014,03,30,2014-03-30,46.3,44.7,1001.5,1.7,13.8,20.0,28.0,55.4,39.9,1.22,999.9,1,437
1,2014,03,31,2014-03-31,37.8,35.3,1005.3,6.1,21.3,26.0,38.1,39.9,36.0,0.29,999.9,0,559
2,2014,04,01,2014-04-01,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,549
3,2014,04,02,2014-04-02,39.3,28.6,1019.1,10.0,5.6,11.1,,48.0,32.0,0.0,999.9,0,519
4,2014,04,03,2014-04-03,40.9,30.9,1018.5,10.0,8.4,15.9,20.0,48.9,33.1,0.0,999.9,0,592
5,2014,04,04,2014-04-04,40.0,30.2,1019.1,10.0,7.7,15.0,20.0,48.0,33.1,0.0,999.9,0,622
6,2014,04,05,2014-04-05,44.8,39.6,1008.7,7.7,13.8,19.0,25.1,50.0,41.0,0.03,999.9,1,580
7,2014,04,06,2014-04-06,41.1,25.3,1017.6,10.0,12.5,17.1,22.9,46.9,35.1,0.0,999.9,0,484
1,2014,04,07,2014-04-07,42.0,33.9,1022.6,10.0,7.4,15.0,22.0,48.9,35.1,0.0,999.9,0,533
2,2014,04,08,2014-04-08,47.7,45.8,1003.5,1.9,14.7,22.9,29.9,52.0,44.1,0.7,999.9,1,606
3,2014,04,09,2014-04-09,46.8,36.1,1002.5,9.6,10.0,17.1,22.9,57.0,42.1,0.45,999.9,0,595
4,2014,04,10,2014-04-10,41.6,28.9,1019.5,9.9,8.8,15.9,,57.0,28.0,0.0,999.9,0,645
5,2014,04,11,2014-04-11,48.0,40.6,1017.8,8.8,13.4,18.1,21.0,53.1,44.1,0.0,999.9,0,609
6,2014,04,12,2014-04-12,50.1,40.8,1019.1,8.5,8.6,13.0,,64.0,43.0,0.0,999.9,0,578
7,2014,04,13,2014-04-13,47.0,40.4,1023.8,9.3,8.8,14.0,20.0,64.0,39.0,0.0,999.9,1,482
1,2014,04,14,2014-04-14,52.2,47.8,1019.3,7.0,14.4,18.1,22.9,57.9,39.0,0.0,999.9,0,514
2,2014,04,15,2014-04-15,52.6,48.0,1013.3,6.6,16.0,22.0,32.1,57.9,48.9,0.0,999.9,0,452
3,2014,04,16,2014-04-16,42.9,32.6,1021.9,7.9,19.2,25.1,46.0,57.9,35.1,0.71,999.9,0,570
4,2014,04,17,2014-04-17,37.5,23.8,1037.9,10.0,15.2,21.0,28.9,53.1,34.0,0.67,999.9,0,508
5,2014,04,18,2014-04-18,40.4,32.0,1032.7,9.9,9.1,15.0,21.0,46.0,35.1,0.0,999.9,0,496
6,2014,04,19,2014-04-19,45.7,35.3,1023.5,10.0,5.9,14.0,18.1,59.0,34.0,0.0,999.9,0,525
7,2014,04,20,2014-04-20,44.2,31.2,1030.4,10.0,9.2,18.1,21.0,59.0,34.0,0.0,999.9,0,393
1,2014,04,21,2014-04-21,43.1,36.9,1022.3,10.0,6.2,11.1,,53.1,34.0,0.0,999.9,0,521
2,2014,04,22,2014-04-22,49.5,43.2,1007.7,10.0,5.6,8.9,,57.9,34.0,0.0,999.9,0,459
3,2014,04,23,2014-04-23,49.5,45.4,998.0,9.2,8.6,17.1,29.9,57.9,43.0,0.01,999.9,0,536
4,2014,04,24,2014-04-24,49.6,28.7,1002.9,10.0,19.1,26.0,34.0,57.0,44.1,0.12,999.9,0,586
5,2014,04,25,2014-04-25,49.0,32.3,1013.4,10.0,10.5,15.9,22.9,57.0,43.0,0.0,999.9,0,617
6,2014,04,26,2014-04-26,44.9,36.6,1009.1,9.4,12.2,18.1,26.0,55.0,42.1,0.0,999.9,0,548
7,2014,04,27,2014-04-27,42.4,36.2,1012.5,9.9,4.8,14.0,17.1,50.0,36.0,0.37,999.9,0,449
1,2014,04,28,2014-04-28,46.5,37.2,1016.1,10.0,13.7,20.0,24.1,52.0,41.0,0.01,999.9,0,597
2,2014,04,29,2014-04-29,44.2,36.0,1028.1,10.0,16.5,22.0,28.0,46.9,42.1,0.0,999.9,0,555
3,2014,04,30,2014-04-30,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46.0,41.0,0.01,999.9,0,651
4,2014,05,01,2014-05-01,50.3,48.3,1016.6,3.2,13.3,18.1,24.1,55.4,44.1,0.35,999.9,1,650
5,2014,05,02,2014-05-02,51.9,44.7,1006.4,6.4,10.2,15.0,,61.0,46.4,0.21,999.9,1,698
6,2014,05,03,2014-05-03,50.9,41.1,1010.3,9.1,6.4,13.0,,61.0,41.0,0.01,999.9,0,590
7,2014,05,04,2014-05-04,51.4,42.6,1005.1,9.8,12.8,22.0,28.0,57.0,46.9,0.02,999.9,0,451
1,2014,05,05,2014-05-05,53.7,40.0,1005.8,10.0,10.2,14.0,22.9,61.0,48.0,0.0,999.9,0,618
2,2014,05,06,2014-05-06,52.2,40.5,1011.1,9.6,5.7,11.1,,59.0,46.9,0.01,999.9,0,565
3,2014,05,07,2014-05-07,51.6,38.3,1019.8,10.0,6.8,11.1,,60.1,46.0,0.0,999.9,0,603
4,2014,05,08,2014-05-08,52.0,43.4,1022.3,9.6,7.5,12.0,,62.1,46.0,0.0,999.9,0,596
5,2014,05,09,2014-05-09,51.5,44.5,1022.6,8.7,6.7,14.0,,55.9,44.6,0.0,999.9,1,584
6,2014,05,10,2014-05-10,54.8,49.9,1015.2,7.1,11.1,14.0,20.0,57.9,51.8,0.0,999.9,1,549
7,2014,05,11,2014-05-11,58.3,49.5,1013.2,8.6,12.6,19.0,24.1,66.0,53.1,0.24,999.9,0,584
1,2014,05,12,2014-05-12,57.8,46.2,1018.5,9.8,9.1,13.0,17.1,70.0,48.9,0.23,999.9,0,581
2,2014,05,13,2014-05-13,51.8,43.8,1022.0,10.0,14.1,22.9,28.0,57.0,46.9,0.0,999.9,0,560
3,2014,05,14,2014-05-14,51.2,44.3,1026.5,10.0,9.8,15.0,,59.0,45.0,0.0,999.9,0,638
4,2014,05,15,2014-05-15,57.8,51.8,1026.0,10.0,9.6,15.0,20.0,64.9,53.6,0.0,999.9,0,659
5,2014,05,16,2014-05-16,58.3,52.8,1021.6,9.1,11.8,15.0,22.0,64.9,54.0,0.0,999.9,0,700
6,2014,05,17,2014-05-17,57.7,54.1,1016.0,5.8,12.5,19.0,25.1,62.6,51.1,0.26,999.9,1,619
7,2014,05,18,2014-05-18,56.5,46.1,1017.6,9.8,8.5,15.0,20.0,63.0,50.0,0.43,999.9,0,507
1,2014,05,19,2014-05-19,56.9,41.8,1016.9,10.0,9.0,15.9,22.0,63.0,48.9,0.0,999.9,0,572
2,2014,05,20,2014-05-20,56.4,45.7,1015.4,9.9,10.4,21.0,28.9,64.0,51.1,0.11,999.9,0,650
3,2014,05,21,2014-05-21,56.3,47.6,1014.9,10.0,6.0,9.9,,68.0,45.0,0.0,999.9,0,575
4,2014,05,22,2014-05-22,50.3,46.2,1013.1,8.6,6.0,13.0,,57.0,46.0,0.0,999.9,1,593
5,2014,05,23,2014-05-23,54.9,48.6,1012.4,10.0,7.3,12.0,15.9,62.1,50.0,0.02,999.9,0,660
6,2014,05,24,2014-05-24,54.6,46.9,1014.2,10.0,15.0,26.0,29.9,60.1,51.1,0.01,999.9,0,486
7,2014,05,25,2014-05-25,53.7,44.4,1018.2,10.0,5.4,8.9,,59.0,48.0,0.0,999.9,0,472
1,2014,05,26,2014-05-26,56.7,51.1,1015.3,9.6,10.3,15.0,19.0,63.0,51.1,0.0,999.9,0,433
2,2014,05,27,2014-05-27,61.1,52.9,1011.0,9.5,10.0,15.9,20.0,75.0,52.0,0.02,999.9,0,645
3,2014,05,28,2014-05-28,51.1,48.4,1012.8,2.6,15.2,22.9,32.1,53.1,48.2,0.0,999.9,1,538
4,2014,05,29,2014-05-29,52.0,42.7,1021.9,10.0,11.2,17.1,22.9,59.0,46.4,0.01,999.9,0,663
5,2014,05,30,2014-05-30,49.7,42.2,1019.4,10.0,5.7,9.9,,57.9,41.0,0.0,999.9,0,650
6,2014,05,31,2014-05-31,53.9,46.5,1019.1,10.0,12.4,25.1,33.0,60.8,48.0,0.0,999.9,0,587
7,2014,06,01,2014-06-01,58.4,43.5,1024.8,10.0,11.0,15.9,22.0,66.9,51.1,0.0,999.9,0,604
1,2014,06,02,2014-06-02,57.4,46.6,1022.9,10.0,6.8,14.0,,68.0,48.0,0.0,999.9,0,643
2,2014,06,03,2014-06-03,58.2,47.9,1016.6,10.0,8.8,15.0,,69.1,46.9,0.0,999.9,0,663
3,2014,06,04,2014-06-04,55.2,51.2,1011.4,7.6,8.3,12.0,,64.9,51.1,0.0,999.9,1,582
4,2014,06,05,2014-06-05,60.0,57.2,1006.3,5.8,7.1,19.0,35.0,64.0,55.4,0.01,999.9,1,569
5,2014,06,06,2014-06-06,61.3,54.4,1007.8,9.8,10.0,15.9,21.0,69.1,55.4,2.21,999.9,0,743
6,2014,06,07,2014-06-07,65.6,54.0,1012.5,9.9,8.6,12.0,,73.9,57.0,0.0,999.9,0,623
7,2014,06,08,2014-06-08,64.9,55.5,1013.2,9.8,4.8,8.0,,77.0,55.9,0.0,999.9,0,516
1,2014,06,09,2014-06-09,61.2,57.0,1015.2,7.1,5.6,9.9,,68.0,55.0,0.0,999.9,1,528
2,2014,06,10,2014-06-10,63.8,60.7,1015.8,8.7,5.6,8.9,,66.9,61.0,0.03,999.9,0,569
3,2014,06,11,2014-06-11,61.2,54.4,1019.6,9.3,11.3,15.0,21.0,66.2,57.0,0.16,999.9,0,576
4,2014,06,12,2014-06-12,61.0,53.0,1019.7,10.0,13.4,20.0,26.0,66.9,55.9,0.0,999.9,0,563
5,2014,06,13,2014-06-13,61.7,58.6,1013.7,4.0,14.4,18.1,24.1,66.0,59.0,0.02,999.9,1,708
6,2014,06,14,2014-06-14,66.5,63.8,1009.7,4.8,5.7,11.1,,75.9,62.1,0.26,999.9,1,613
7,2014,06,15,2014-06-15,66.1,54.5,1013.9,10.0,10.9,14.0,19.0,73.9,60.1,0.02,999.9,0,475
1,2014,06,16,2014-06-16,65.2,50.0,1018.6,10.0,7.5,15.0,20.0,73.9,57.9,0.0,999.9,0,622
2,2014,06,17,2014-06-17,62.5,55.2,1019.0,10.0,8.2,12.0,,73.0,57.9,0.0,999.9,0,666
3,2014,06,18,2014-06-18,71.6,62.9,1010.8,6.4,10.1,20.0,26.0,82.9,59.0,0.01,999.9,1,663
4,2014,06,19,2014-06-19,67.3,61.5,1013.6,9.7,6.5,9.9,,72.0,63.7,0.0,999.9,0,675
5,2014,06,20,2014-06-20,64.6,48.8,1013.2,9.8,6.0,11.1,,73.0,52.0,0.08,999.9,0,765
6,2014,06,21,2014-06-21,59.9,46.2,1013.9,10.0,5.1,12.0,,73.0,48.0,0.0,999.9,0,557
7,2014,06,22,2014-06-22,63.2,49.2,1014.6,9.9,6.0,11.1,,73.0,48.0,0.0,999.9,0,477
1,2014,06,23,2014-06-23,62.1,50.3,1019.7,10.0,4.1,9.9,,73.0,52.0,0.0,999.9,0,644
2,2014,06,24,2014-06-24,60.0,51.9,1022.0,10.0,5.3,12.0,,66.9,53.1,0.0,999.9,0,632
3,2014,06,25,2014-06-25,66.8,61.6,1017.0,9.9,8.3,13.0,,73.9,61.0,0.0,999.9,0,646
4,2014,06,26,2014-06-26,66.7,64.4,1011.7,3.5,10.2,21.0,25.1,75.2,62.1,0.01,999.9,1,670
5,2014,06,27,2014-06-27,63.9,53.8,1018.0,9.8,13.6,20.0,34.0,75.0,59.0,0.13,999.9,0,660
6,2014,06,28,2014-06-28,62.2,51.9,1024.1,9.5,4.8,8.0,,72.0,52.0,0.02,999.9,0,611
7,2014,06,29,2014-06-29,64.7,57.9,1024.0,9.5,5.0,8.9,,72.0,55.9,0.01,999.9,0,537
1,2014,06,30,2014-06-30,67.3,61.6,1019.0,10.0,8.0,12.0,,73.0,55.0,0.01,999.9,0,610
2,2014,07,01,2014-07-01,68.6,65.1,1014.4,9.8,9.1,13.0,18.1,73.9,54.0,0.01,999.9,0,616
3,2014,07,02,2014-07-02,69.0,66.0,1014.4,7.2,10.2,14.0,20.0,75.0,64.9,0.0,999.9,1,658
4,2014,07,03,2014-07-03,69.1,67.3,1015.3,1.8,8.5,12.0,,75.9,66.0,0.0,999.9,1,740
5,2014,07,04,2014-07-04,69.9,68.2,1012.5,3.9,9.8,27.0,36.9,75.9,64.4,0.0,999.9,1,360
6,2014,07,05,2014-07-05,67.0,55.8,1012.9,8.4,21.2,42.9,52.1,77.0,62.1,1.88,999.9,0,505
7,2014,07,06,2014-07-06,68.2,59.1,1016.4,10.0,14.1,18.1,26.0,77.0,62.1,0.11,999.9,0,451
1,2014,07,07,2014-07-07,68.6,62.8,1012.8,9.4,13.9,15.9,22.0,73.9,63.0,0.04,999.9,0,614
2,2014,07,08,2014-07-08,69.5,66.2,1010.5,6.2,11.8,15.0,20.0,73.9,64.9,0.01,999.9,1,594
3,2014,07,09,2014-07-09,69.4,66.7,1012.5,5.1,12.3,19.0,27.0,73.9,66.0,0.02,999.9,1,569
4,2014,07,10,2014-07-10,69.4,66.1,1017.9,5.4,6.1,18.1,25.1,78.1,64.4,0.01,999.9,1,584
5,2014,07,11,2014-07-11,69.1,62.4,1021.9,6.5,4.3,8.0,,78.1,64.0,0.03,999.9,1,642
6,2014,07,12,2014-07-12,65.7,58.8,1023.4,9.9,4.4,9.9,,75.9,57.9,0.01,999.9,0,550
7,2014,07,13,2014-07-13,68.7,63.6,1020.0,9.8,9.7,14.0,,73.0,57.9,0.01,999.9,0,439
1,2014,07,14,2014-07-14,69.7,67.0,1014.5,7.4,12.0,15.0,21.0,73.9,64.0,0.0,999.9,0,567
2,2014,07,15,2014-07-15,71.4,69.1,1011.6,5.8,13.1,15.9,22.0,75.2,68.0,0.0,999.9,1,587
3,2014,07,16,2014-07-16,70.4,68.5,1010.6,6.0,13.7,15.9,22.9,75.0,68.0,0.0,999.9,0,551
4,2014,07,17,2014-07-17,70.4,63.7,1013.3,7.7,4.5,8.0,,77.0,66.2,0.01,999.9,1,587
5,2014,07,18,2014-07-18,69.6,59.4,1020.7,9.6,5.0,7.0,,79.0,63.0,0.04,999.9,0,624
6,2014,07,19,2014-07-19,65.0,54.1,1024.2,10.0,5.0,9.9,,78.1,55.9,0.0,999.9,0,480
7,2014,07,20,2014-07-20,65.2,57.9,1021.3,9.1,10.0,13.0,18.1,73.9,55.9,0.0,999.9,0,451
1,2014,07,21,2014-07-21,65.9,63.3,1020.4,6.0,12.8,15.9,21.0,70.0,62.6,0.4,999.9,0,557
2,2014,07,22,2014-07-22,67.1,63.5,1020.4,5.9,5.4,11.1,,73.0,60.1,0.02,999.9,1,587
3,2014,07,23,2014-07-23,69.2,65.9,1015.0,9.9,9.9,14.0,20.0,73.9,60.1,0.01,999.9,0,591
4,2014,07,24,2014-07-24,69.6,66.7,1009.5,6.4,8.5,14.0,28.0,75.9,64.4,0.04,999.9,1,539
5,2014,07,25,2014-07-25,67.4,60.8,1013.4,10.0,5.9,8.9,,77.0,61.0,0.0,999.9,0,653
6,2014,07,26,2014-07-26,66.9,63.2,1015.8,9.8,6.9,9.9,,75.0,61.0,0.0,999.9,0,534
7,2014,07,27,2014-07-27,68.6,65.2,1011.4,9.9,7.6,14.0,,73.9,62.1,0.01,999.9,0,476
1,2014,07,28,2014-07-28,69.4,66.9,1003.0,4.8,10.0,17.1,26.0,73.9,64.9,0.01,999.9,1,595
2,2014,07,29,2014-07-29,68.9,62.8,1007.7,9.6,10.5,15.9,,73.9,64.9,0.12,999.9,0,526
3,2014,07,30,2014-07-30,67.3,60.6,1015.5,9.3,5.5,11.1,,75.0,59.0,0.0,999.9,0,605
4,2014,07,31,2014-07-31,67.7,62.9,1019.8,9.6,6.3,11.1,,75.0,59.0,0.01,999.9,0,626
5,2014,08,01,2014-08-01,67.5,62.9,1023.5,9.0,5.3,8.9,,73.9,59.0,0.01,999.9,0,667
6,2014,08,02,2014-08-02,64.3,60.0,1022.8,8.8,6.5,15.0,19.0,73.9,59.0,0.56,999.9,0,540
7,2014,08,03,2014-08-03,66.4,64.6,1019.1,6.0,5.1,9.9,,70.0,61.0,0.6,999.9,1,476
1,2014,08,04,2014-08-04,68.2,65.5,1017.7,6.0,5.2,12.0,,73.0,64.0,0.04,999.9,1,589
2,2014,08,05,2014-08-05,69.2,67.4,1016.2,3.7,6.6,11.1,,75.9,64.9,0.0,999.9,1,606
3,2014,08,06,2014-08-06,70.1,65.7,1010.1,4.4,4.3,8.9,,78.1,66.0,0.01,999.9,1,562
4,2014,08,07,2014-08-07,69.3,60.6,1011.1,9.2,6.3,15.0,21.0,77.0,60.1,0.0,999.9,0,585
5,2014,08,08,2014-08-08,66.3,57.6,1014.9,10.0,7.4,14.0,,77.0,59.0,0.19,999.9,0,601
6,2014,08,09,2014-08-09,70.4,61.3,1017.2,9.9,6.4,8.9,,78.1,60.1,0.0,999.9,0,538
7,2014,08,10,2014-08-10,69.1,61.4,1019.2,9.8,4.6,8.0,,81.0,57.9,0.01,999.9,0,512
1,2014,08,11,2014-08-11,66.3,59.2,1021.1,7.8,3.6,8.9,,81.0,57.0,0.01,999.9,1,604
2,2014,08,12,2014-08-12,67.2,62.2,1020.2,10.0,7.8,12.0,,75.0,57.0,0.01,999.9,0,491
3,2014,08,13,2014-08-13,66.6,63.5,1013.0,8.4,15.5,22.0,28.0,75.0,60.1,0.39,999.9,0,572
4,2014,08,14,2014-08-14,67.8,60.8,1008.1,9.1,9.7,15.0,15.9,72.0,63.0,0.02,999.9,0,625
5,2014,08,15,2014-08-15,66.8,59.2,1012.2,10.0,8.8,15.0,20.0,72.0,61.0,0.01,999.9,0,522
6,2014,08,16,2014-08-16,66.3,58.8,1015.3,9.7,8.2,12.0,,73.0,59.0,0.0,999.9,0,490
7,2014,08,17,2014-08-17,68.3,64.7,1011.1,8.3,6.8,12.0,17.1,73.9,59.0,0.06,999.9,1,476
1,2014,08,18,2014-08-18,67.9,57.7,1009.6,9.8,7.8,13.0,20.0,73.9,61.0,0.0,999.9,0,595
2,2014,08,19,2014-08-19,63.9,56.9,1012.6,8.8,4.1,8.0,,73.9,54.0,0.01,999.9,1,516
3,2014,08,20,2014-08-20,63.8,55.9,1015.5,9.9,6.0,12.0,,73.0,52.0,0.01,999.9,0,551
4,2014,08,21,2014-08-21,67.1,60.6,1017.5,10.0,7.7,12.0,,73.0,52.0,0.01,999.9,0,567
5,2014,08,22,2014-08-22,63.9,60.0,1017.7,7.9,7.9,13.0,19.0,73.0,57.9,0.01,999.9,1,568
6,2014,08,23,2014-08-23,65.6,60.1,1017.9,9.8,10.8,18.1,22.9,73.0,57.9,0.02,999.9,0,454
7,2014,08,24,2014-08-24,63.9,56.8,1019.4,10.0,9.0,15.9,22.0,73.0,55.0,0.01,999.9,0,437
1,2014,08,25,2014-08-25,63.3,56.5,1020.5,10.0,3.8,8.0,,72.0,54.0,0.0,999.9,0,549
2,2014,08,26,2014-08-26,63.0,56.0,1021.1,10.0,3.5,8.9,,72.0,53.1,0.0,999.9,0,608
3,2014,08,27,2014-08-27,67.5,64.7,1016.3,6.5,7.3,12.0,,75.0,53.1,0.02,999.9,1,538
4,2014,08,28,2014-08-28,71.0,62.4,1009.4,6.8,8.8,19.0,27.0,78.1,59.0,0.01,999.9,1,618
5,2014,08,29,2014-08-29,67.2,53.4,1018.9,10.0,10.8,18.1,22.0,78.1,59.0,0.03,999.9,0,631
6,2014,08,30,2014-08-30,60.1,51.2,1025.5,10.0,6.3,9.9,,71.1,46.0,0.0,999.9,0,510
7,2014,08,31,2014-08-31,69.1,65.6,1020.7,9.4,9.0,13.0,18.1,73.9,64.0,0.0,999.9,0,495
1,2014,09,01,2014-09-01,71.5,69.2,1015.6,6.8,9.3,19.0,25.1,77.0,66.0,0.14,999.9,0,392
2,2014,09,02,2014-09-02,71.1,69.4,1013.1,1.7,6.8,9.9,,77.0,68.0,0.01,999.9,1,700
3,2014,09,03,2014-09-03,74.0,65.1,1012.3,8.1,9.7,14.0,22.0,82.0,66.9,0.0,999.9,1,580
4,2014,09,04,2014-09-04,69.4,60.8,1020.5,9.9,5.2,12.0,,82.0,59.0,0.0,999.9,0,727
5,2014,09,05,2014-09-05,70.3,67.2,1021.3,8.7,7.5,13.0,,78.1,59.0,0.01,999.9,1,647
6,2014,09,06,2014-09-06,72.0,69.9,1014.3,6.9,10.7,15.0,18.1,77.0,64.9,0.01,999.9,1,553
7,2014,09,07,2014-09-07,70.1,62.9,1015.8,9.0,11.0,20.0,24.1,77.0,62.1,0.0,999.9,0,477
1,2014,09,08,2014-09-08,63.6,55.3,1025.3,10.0,7.8,15.9,21.0,75.0,55.9,0.01,999.9,0,598
2,2014,09,09,2014-09-09,64.6,56.5,1025.0,10.0,10.9,15.0,22.9,73.0,55.9,0.0,999.9,0,592
3,2014,09,10,2014-09-10,66.2,61.2,1019.1,10.0,11.3,17.1,22.0,73.0,60.1,0.0,999.9,0,618
4,2014,09,11,2014-09-11,64.4,60.3,1014.8,9.7,6.4,13.0,,73.0,54.0,0.0,999.9,0,619
5,2014,09,12,2014-09-12,67.1,58.8,1016.6,9.7,11.4,18.1,22.0,73.0,54.0,0.0,999.9,0,730
6,2014,09,13,2014-09-13,59.9,53.2,1022.2,9.6,7.6,15.0,21.0,70.0,52.0,0.0,999.9,0,558
7,2014,09,14,2014-09-14,62.2,54.3,1020.7,10.0,9.6,17.1,24.1,68.0,52.0,0.04,999.9,0,528
1,2014,09,15,2014-09-15,57.5,47.6,1022.0,10.0,3.6,8.0,,66.0,46.9,0.0,999.9,0,610
2,2014,09,16,2014-09-16,61.2,50.8,1017.0,10.0,6.5,9.9,,66.9,46.9,0.0,999.9,0,613
3,2014,09,17,2014-09-17,61.9,54.4,1015.5,9.8,4.6,13.0,,70.0,51.1,0.0,999.9,0,658
4,2014,09,18,2014-09-18,61.1,47.4,1014.7,10.0,5.0,11.1,15.0,72.0,48.0,0.0,999.9,0,650
5,2014,09,19,2014-09-19,57.2,42.7,1024.1,10.0,12.5,19.0,26.0,72.0,46.0,0.0,999.9,0,648
6,2014,09,20,2014-09-20,57.0,47.3,1027.2,10.0,7.7,12.0,,68.0,44.1,0.0,999.9,0,594
7,2014,09,21,2014-09-21,66.1,63.2,1015.7,8.1,8.1,13.0,17.1,71.6,62.1,0.0,999.9,0,515
1,2014,09,22,2014-09-22,67.9,61.5,1007.0,8.2,12.3,22.9,27.0,72.0,61.0,0.11,999.9,1,662
2,2014,09,23,2014-09-23,59.0,42.3,1022.8,10.0,9.3,15.9,22.9,72.0,53.1,0.01,999.9,0,592
3,2014,09,24,2014-09-24,58.9,51.3,1033.3,10.0,6.7,15.0,21.0,68.0,48.9,0.0,999.9,0,566
4,2014,09,25,2014-09-25,59.7,55.3,1031.0,8.6,8.9,15.0,21.0,68.0,48.9,0.0,999.9,0,491
5,2014,09,26,2014-09-26,63.1,59.1,1020.5,7.9,15.8,20.0,27.0,69.1,57.9,1.99,999.9,0,643
6,2014,09,27,2014-09-27,63.5,55.3,1020.7,9.9,6.2,9.9,,75.9,53.1,0.01,999.9,0,600
7,2014,09,28,2014-09-28,63.3,58.5,1020.5,9.9,4.4,9.9,,75.9,53.1,0.0,999.9,0,512
1,2014,09,29,2014-09-29,65.9,63.2,1015.5,9.2,6.7,11.1,,73.0,53.1,0.02,999.9,0,566
2,2014,09,30,2014-09-30,63.3,61.3,1014.7,6.7,7.0,18.1,,72.0,62.1,0.02,999.9,0,589
3,2014,10,01,2014-10-01,62.4,60.6,1014.5,7.1,13.2,15.9,20.0,63.0,60.8,0.24,999.9,0,559
4,2014,10,02,2014-10-02,59.9,56.3,1016.6,9.4,17.6,22.0,28.9,61.0,57.2,1.08,999.9,0,558
5,2014,10,03,2014-10-03,58.5,54.0,1016.5,9.2,13.1,18.1,24.1,61.0,57.0,0.01,999.9,0,719
6,2014,10,04,2014-10-04,59.4,57.3,1007.1,6.8,5.7,11.1,22.0,64.0,57.0,0.02,999.9,1,531
7,2014,10,05,2014-10-05,59.6,50.4,1006.5,9.6,11.0,17.1,25.1,64.9,51.1,0.08,999.9,0,505
1,2014,10,06,2014-10-06,55.7,42.6,1018.6,10.0,6.9,13.0,,64.0,45.0,0.0,999.9,0,639
2,2014,10,07,2014-10-07,63.0,57.0,1021.1,10.0,11.5,14.0,19.0,69.1,45.0,0.0,999.9,0,620
3,2014,10,08,2014-10-08,65.2,60.4,1012.5,9.4,12.3,31.1,44.1,70.0,60.1,0.07,999.9,1,639
4,2014,10,09,2014-10-09,60.8,45.9,1013.8,9.7,12.6,21.0,26.0,70.0,48.9,0.39,999.9,0,499
5,2014,10,10,2014-10-10,59.0,44.0,1017.8,10.0,8.9,15.9,17.1,66.0,48.9,0.0,999.9,0,541
6,2014,10,11,2014-10-11,52.9,48.1,1019.0,8.1,8.1,17.1,20.0,62.1,50.0,0.15,999.9,0,546
7,2014,10,12,2014-10-12,53.3,43.7,1022.4,10.0,9.2,14.0,21.0,59.0,44.1,0.78,999.9,0,473
1,2014,10,13,2014-10-13,50.9,43.2,1027.7,10.0,4.2,9.9,,62.1,39.0,0.0,999.9,0,451
2,2014,10,14,2014-10-14,63.2,58.4,1025.4,10.0,8.2,9.9,,66.9,59.0,0.0,999.9,0,697
3,2014,10,15,2014-10-15,64.9,62.1,1021.0,9.9,9.5,12.0,,70.0,61.0,0.01,999.9,0,575
